id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado
1257,5501,2025/05/30,"4.905,82",ABIERTO
1258,16974,2025-03-28,3290.95,ABIERTO
1259,3187,27-08-2025,"9,532.10",Rechazado
1260,19935,2025-10-07,11443.65,
1261,10131,2025-09-20,"8.864,57",
1262,25653,2025/01/14,5950.12,Rechazado
1263,14945,22-06-2025,N/A,ABIERTO
1264,25585,2025/11/03,N/A,Abierto
1265,18782,06-22-25, 6593.27 ,Rechazado
1266,9636,06-09-2025,"7,815.71",cerrado
1267,6892,11-01-25,"10.975,97",cerrado
1268,16249,2025-10-02,"13.323,22",
1269,21082,2025-07-24,N/A,
1270,12115,02/12/2025, 9620.50 ,ABIERTO
1271,2456,2025-01-30,-,ABIERTO
1272,25857,2025/07/13,N/A,Cerrado
1273,2951,2025-12-11, 10068.99 ,ABIERTO
1274,22013,27-03-2025,8107.44,Abierto
1275,19288,01-25-26,2725.82,
1276,280,11-14-25,,Cerrado
1277,20864,2025/09/24,1036.30,
1278,1004,08-05-25, 5515.78 ,Rechazado
1279,22809,2025-01-20,11632.79,ABIERTO
1280,4880,11-10-25,4587.25,Cerrado
1281,9897,12-31-25,5477.26,Rechazado
1282,12153,2025-03-01,"14.167,10",Abierto
1283,701,26/01/2026,"9.490,68",cerrado
1284,7964,12/07/2025,N/A,Cerrado
1285,13726,2025/09/30,2496.81,Rechazado
1286,18053,29-11-2025,"4.299,28",ABIERTO
1287,7682,13/12/2025,N/A,Abierto
1288,4829,13-06-2025,221.47,ABIERTO
1289,17008,04-06-2025,"2,030.56",ABIERTO
1290,11498,2025-11-12,6656.02,Abierto
1291,5882,2025-08-16,-,Rechazado
1292,11117,24-03-2025,"11.272,92",Abierto
1293,10643,04-10-25,"303,03",Abierto
1294,23967,06-24-25,13944.49,
1295,21960,04-04-25,"12.943,58",
1296,5367,25/01/2025,2696.11,cerrado
1297,3203,03-31-25,N/A,Rechazado
1298,21679,2025/08/06,"3,205.53",Abierto
1299,1862,13/03/2025,3051.70,Abierto
1300,13633,12-09-25,"6,440.54",
1301,4930,06-10-25,499.17,Rechazado
1302,6501,02/05/2025, 7922.05 ,
1303,264,2025-02-28,-,ABIERTO
1304,17185,29/01/2025,"2.863,30",cerrado
1305,22650,12-04-2025, 3885.68 ,ABIERTO
1306,3099,2025-01-04,7877.21,
1307,17248,07-20-25,-,
1308,20819,2025-03-23,12807.83,
1309,14353,31/07/2025,"2.037,84",Abierto
1310,12726,20/08/2025, 3196.63 ,
1311,2315,2025/05/29,14201.32,
1312,2189,2025-02-26,14191.56,ABIERTO
1313,10802,26-09-2025,"10.183,67",Rechazado
1314,4439,31/03/2025,5353.68,Cerrado
1315,13728,2025-03-13,"1.409,91",Abierto
1316,12800,10-10-25,N/A,ABIERTO
1317,19371,17/02/2026,N/A,Cerrado
1318,13716,19/10/2025,10715.88,Rechazado
1319,5559,2025/02/25,N/A,Rechazado
1320,4918,16/03/2025,"1,501.08",
1321,5808,2025-06-21,13056.06,cerrado
1322,7393,19-05-2025,,
1323,16976,10/02/2025,10001.37,ABIERTO
1324,16939,2025/09/24, 10120.18 ,cerrado
1325,6766,2025/06/29,,Abierto
1326,21581,2025-01-01,13247.47,
1327,5838,24/10/2025,5233.17,Cerrado
1328,23471,2025/11/13, 5596.99 ,ABIERTO
1329,19205,18-09-2025,"13,096.57",
1330,12750,2025-02-13,8095.69,Abierto
1331,4675,01-31-26,"8.657,70",ABIERTO
1332,3566,09-01-2026,6194.88,
1333,4591,2025/12/26, 12730.18 ,Abierto
1334,7227,2025/09/15, 804.95 ,Cerrado
1335,23315,20/02/2025,14684.93,
1336,21837,2025/03/29,"3,334.44",Cerrado
1337,17413,22/04/2025,10772.53,cerrado
1338,15367,2025-08-22,,Abierto
1339,9171,2025-04-09,-,cerrado
1340,11500,18-04-2025,442.62,cerrado
1341,23276,2025-09-06,"12.496,18",Cerrado
1342,20930,2025/07/08,,
1343,4046,04/06/2025,"10,329.50",ABIERTO
1344,19571,08-13-25, 8283.79 ,Abierto
1345,21223,05-31-25,"9.074,30",cerrado
1346,22227,2025-01-23,"2,622.23",ABIERTO
1347,15514,14/05/2025, 12002.76 ,
1348,5073,18-06-2025,"6,507.63",Abierto
1349,12103,03/04/2025, 682.74 ,Abierto
1350,5092,2025-11-14,500.96,ABIERTO
1351,563,09-10-25,,Cerrado
1352,734,08-27-25, 7397.35 ,Cerrado
1353,7303,2025/12/03,"5.680,67",Cerrado
1354,3772,12/01/2025, 10725.18 ,ABIERTO
1355,12151,2025-09-12, 4698.50 ,
1356,23951,03-01-25,12068.19,cerrado
1357,22130,05-14-25, 11891.95 ,
1358,23652,02-04-26, 5850.34 ,
1359,14693,2025-02-02,"8.813,51",Rechazado
1360,15434,29-07-2025, 4937.06 ,Abierto
1361,24260,2025-07-29,"9.292,89",Rechazado
1362,21685,29/06/2025,,Rechazado
1363,13954,2025/06/09,"9,163.92",Abierto
1364,13980,2025-12-24, 8707.04 ,
1365,2636,11-23-25, 5232.09 ,ABIERTO
1366,17006,2025/12/27,"3.110,71",ABIERTO
1367,6415,03-23-25,2046.86,cerrado
1368,8517,2025-12-13,"1.480,73",cerrado
1369,20754,05-31-25,"8,463.75",Cerrado
1370,12779,21-02-2026,-,
1371,7640,08-25-25,N/A,Cerrado
1372,22316,2025-10-22,"11,612.33",cerrado
1373,1379,15/02/2026,12470.22,
1374,23715,14/01/2026,9377.30,
1375,21863,2025-07-05, 7731.57 ,Abierto
1376,23249,2025-02-05,"5,608.92",Abierto
1377,8960,28-03-2025,364.60,
1378,11583,07-14-25,"658,77",Abierto
1379,25727,01-20-25,N/A,Rechazado
1380,8316,09-10-25,-,cerrado
1381,10201,2025/12/28,"3,670.10",Cerrado
1382,24644,02-18-25,"13.161,99",cerrado
1383,22773,21-01-2025,11356.07,Cerrado
1384,3654,06-09-25, 8018.27 ,Cerrado
1385,9473,23-10-2025,"1,961.73",cerrado
1386,15656,2025-07-20,12330.75,Abierto
1387,11547,2025/07/08,"9.451,98",cerrado
1388,2414,2025-12-07,N/A,Abierto
1389,20596,2025/12/13,14855.63,
1390,24285,12-25-25, 1372.50 ,ABIERTO
1391,14555,06/04/2025,"12,680.32",Rechazado
1392,10245,10-10-2025, 13014.49 ,Abierto
1393,4540,02-17-25,768.87,Rechazado
1394,21463,2025/12/25,"3.636,50",
1395,6852,2025/07/08, 12344.54 ,ABIERTO
1396,21395,2025/04/17, 5952.86 ,Rechazado
1397,23636,19-02-2025,252.58,Abierto
1398,13443,2025/07/26,"4.318,21",cerrado
1399,3874,22/07/2025,"9,300.73",ABIERTO
1400,19676,03-06-2025,N/A,
1401,23112,2025/02/14,4658.41,Abierto
1402,13617,22-04-2025,"2,604.92",ABIERTO
1403,4283,2025-12-04,"2.633,56",Cerrado
1404,14776,2026-01-05, 13119.37 ,
1405,8294,2026-01-21,N/A,Cerrado
1406,8719,01/01/2026, 5915.97 ,ABIERTO
1407,13052,2025/05/02,-,
1408,11496,26/07/2025,4223.35,cerrado
1409,2869,2025/02/01,1436.35,ABIERTO
1410,15619,2025-08-04,"509,16",ABIERTO
1411,10651,06-04-25,N/A,Abierto
1412,25836,03-06-2025,"2,588.64",Cerrado
1413,25745,2025/03/29,-,Cerrado
1414,25620,15/05/2025,"8,940.16",
1415,9335,07-07-25,N/A,Abierto
1416,1806,2025/10/14,"3.319,22",cerrado
1417,21070,2026-02-14,"10.902,82",
1418,13727,15-01-2025, 11467.88 ,
1419,22929,04-05-25,"14,636.87",cerrado
1420,9081,11-18-25,N/A,ABIERTO
1421,11500,01-24-26,"3,250.69",cerrado
1422,11242,2025/05/04,"5,377.58",Cerrado
1423,20759,12/02/2025,"8,372.01",Abierto
1424,21782,31-07-2025,-,Rechazado
1425,3831,2025/08/07,4022.30,ABIERTO
1426,15555,2025/02/07, 11281.70 ,ABIERTO
1427,9624,2026/02/18,"3,204.41",
1428,5384,01-22-25,,Rechazado
1429,6094,2026/02/11, 5609.24 ,ABIERTO
1430,13806,2025-10-02,4148.18,
1431,9337,2025-01-26,N/A,Rechazado
1432,18937,05-07-2025, 4516.80 ,Rechazado
1433,7520,08-25-25,"4.779,21",
1434,7243,09/01/2026,"9.405,40",ABIERTO
1435,19763,2025/04/18,"8,214.41",
1436,9916,2025/10/19,"7.881,42",ABIERTO
1437,11222,23/11/2025,-,Rechazado
1438,9756,29-01-2026, 14517.39 ,
1439,9524,2025-12-29,9763.54,cerrado
1440,25659,23-08-2025,13715.45,Rechazado
1441,11343,2025-07-04,-,Rechazado
1442,10386,08-14-25,"3,876.08",Rechazado
1443,3844,12-03-25,11811.71,Rechazado
1444,24168,05-12-25, 14088.58 ,cerrado
1445,18385,2025/11/05,-,cerrado
1446,24075,02/05/2025,"13.164,51",cerrado
1447,21799,10/09/2025,-,ABIERTO
1448,19000,29-09-2025, 1360.72 ,Rechazado
1449,6946,28-03-2025, 11267.80 ,Abierto
1450,9478,2025-05-09,-,Abierto
1451,6017,08-05-25,"10.790,90",Abierto
1452,1559,01-01-2026,4642.79,Cerrado
1453,6962,2025-07-30,"1.960,60",Rechazado
1454,13894,02-11-25,N/A,cerrado
1455,6845,2025/12/31,"6,984.65",ABIERTO
1456,6309,03-23-25,"11.704,65",cerrado
1457,7235,2025/12/02,"9.943,98",Rechazado
1458,2953,2025-10-01,"11.070,01",
1459,24954,2025/01/19,-,Abierto
1460,14525,05/08/2025,"11,664.98",cerrado
1461,13174,2025-12-10,N/A,cerrado
1462,19453,2025/12/26, 9532.75 ,
1463,16375,04/05/2025,"14,655.63",
1464,6576,05/06/2025,1345.69,
1465,16903,13-10-2025,"5,932.82",Abierto
1466,24405,2026/01/31,,
1467,8091,12-25-25,"10.067,34",Cerrado
1468,15318,18-04-2025,"14.275,89",Abierto
1469,1197,2026-01-18,"11.255,78",
1470,14357,08-20-25,"14.734,22",ABIERTO
1471,11356,2025-08-22, 11938.75 ,
1472,25735,02-12-25, 273.00 ,Rechazado
1473,6774,03-22-25,12349.69,Abierto
1474,7678,24-04-2025, 2107.21 ,Cerrado
1475,17162,2026/02/24,"12.664,20",Cerrado
1476,15429,2025/08/20,"3.455,70",cerrado
1477,1797,02-07-26, 7228.05 ,ABIERTO
1478,17213,05-20-25,"6,066.61",ABIERTO
1479,13889,04-15-25,-,Rechazado
1480,10246,10-01-2026,"3,505.60",Cerrado
1481,21619,2025/12/03,,Abierto
1482,12339,11-22-25,"3.411,32",Abierto
1483,24886,10-10-25,"2.221,79",
1484,10128,19-01-2026,"4.575,30",Abierto
1485,3739,2025-04-26, 14002.05 ,cerrado
1486,23140,2025/08/03,2239.16,Abierto
1487,22507,16/01/2025,-,ABIERTO
1488,16339,09-16-25,"9,866.18",Abierto
1489,10152,12-07-2025,-,cerrado
1490,10919,02-08-25,,
1491,19473,2025-07-22,10608.90,Rechazado
1492,21099,2025-01-08, 12954.99 ,cerrado
1493,18230,04/08/2025,3242.03,
1494,15707,27/04/2025, 6861.88 ,Abierto
1495,22639,06-09-2025, 1953.69 ,Cerrado
1496,19417,26-06-2025,,Rechazado
1497,4852,02-03-2025,12375.98,
1498,3723,2025/05/30,,
1499,1534,2026/01/07,"12,862.23",Abierto
1500,5188,01-09-25, 4021.79 ,Cerrado
1501,20221,10-08-2025,14105.12,Abierto
1502,22109,2025/11/28, 7280.03 ,cerrado
1503,582,22-10-2025,"6,460.87",Abierto
1504,34,27-01-2026,"14.397,53",Rechazado
1505,10002,31-08-2025, 9031.72 ,Cerrado
1506,3340,18-07-2025,"4.108,93",Abierto
1507,5010,2025-04-09,5191.04,ABIERTO
1508,23922,05/10/2025,,Cerrado
1509,7610,02-22-26,"2.361,74",Rechazado
1510,24665,04/01/2025, 4582.76 ,
1511,7607,06-22-25, -13471.35 ,Rechazado
1512,5142,25/01/2025,"332,33",Abierto
1513,22963,18/02/2026,"3.458,42",ABIERTO
1514,25692,2025/08/09,N/A,
1515,17258,2025-11-03,4635.56,Rechazado
1516,13612,2025/09/29,"5,423.67",ABIERTO
1517,6321,2025/07/05,"1.441,95",
1518,5846,27-05-2025,1332.30,cerrado
1519,2732,2026/01/28,,cerrado
1520,19601,05-01-25,2751.89,
1521,17514,2025/10/13, 1287.58 ,
1522,25614,30/11/2025, 8082.96 ,cerrado
1523,8973,17/09/2025,169.84,
1524,18949,07-09-2025,332.33,ABIERTO
1525,23896,2025/05/30,"13,646.22",ABIERTO
1526,8984,2025/11/11,,Abierto
1527,10146,11-09-2025, 6683.03 ,Abierto
1528,24261,2025-12-01, 673.30 ,
1529,7374,04/02/2026,3842.97,ABIERTO
1530,5798,2025-07-08, 10158.37 ,Abierto
1531,6913,2025-08-23,"413,69",
1532,3410,06-12-25,"13.331,11",
1533,11986,2025/06/16, 9924.28 ,ABIERTO
1534,23962,2026-01-28,487.62,
1535,77,06-25-25, 1178.57 ,ABIERTO
1536,12103,02-04-25,"10,843.39",Abierto
1537,20430,26/05/2025,2969.85,
1538,23031,2026-02-03, 6244.92 ,Abierto
1539,9993,22-12-2025,"9.987,17",Abierto
1540,19844,2025/11/06,,
1541,17026,2025/03/27,"14.486,33",Abierto
1542,23386,08-24-25,"4.286,40",Abierto
1543,2999,04-25-25,,Abierto
1544,5361,08-31-25,,cerrado
1545,21286,24/02/2025,"10,473.34",Rechazado
1546,6982,2025/02/15,"8.590,30",Rechazado
1547,2713,20/03/2025,"14.836,70",Cerrado
1548,6038,04-28-25,7697.95,
1549,16260,2025-06-22,"1.838,76",Cerrado
1550,8469,2025-03-06,-,Abierto
1551,24210,03-01-25,13017.38,
1552,12525,2025/07/02,13068.51,ABIERTO
1553,10951,17-10-2025,5821.56,
1554,22479,02-10-2025, 9268.93 ,ABIERTO
1555,21895,06-12-25, 3573.48 ,cerrado
1556,15290,09-05-25,-,ABIERTO
1557,2875,03-16-25,"13.122,47",Abierto
1558,19253,2025-05-17,"7.586,96",Cerrado
1559,22819,2025-09-28,"9,352.32",ABIERTO
1560,17335,2025-07-31,10290.63,Abierto
1561,11098,31/01/2026,"9,822.63",Cerrado
1562,18159,16-04-2025,-,Rechazado
1563,24590,22/10/2025,10818.93,Rechazado
1564,14006,11-01-2025, 9999.18 ,
1565,8482,2025/02/03,"4.333,38",
1566,6849,2025/10/18,3892.12,Rechazado
1567,18204,22-04-2025,11871.79,Abierto
1568,7268,2025-08-12,N/A,Abierto
1569,12496,16-02-2026,"12,429.33",ABIERTO
1570,9794,23/05/2025,"12.343,31",Abierto
1571,2817,2025-06-22,"8.768,67",
1572,25506,2025-04-22,-,cerrado
1573,18576,06-19-25,"8.546,09",ABIERTO
1574,20263,2025-06-18,-,Abierto
1575,9263,08-02-2026, 6311.40 ,Cerrado
1576,11899,13/09/2025,"14,332.84",Rechazado
1577,20862,2026/02/02,888.16,Rechazado
1578,11943,2025-02-13,10299.33,
1579,16882,2026/01/09,"755,76",Rechazado
1580,10293,26-01-2025,14216.09,Cerrado
1581,24898,2025-03-25, 5976.74 ,ABIERTO
1582,16622,09/08/2025,,
1583,15796,2025/05/30,"3.950,21",Rechazado
1584,9543,2025/11/10,"14,269.64",Rechazado
1585,7750,2025/01/17,"14,826.99",Abierto
1586,12676,07/10/2025, 10701.90 ,ABIERTO
1587,10505,01-05-2025, 1657.92 ,Rechazado
1588,23950,03-08-2025,"7,565.75",
1589,18614,03/12/2025,"4.144,80",Cerrado
1590,14687,07/05/2025, 12635.32 ,cerrado
1591,16340,2026-02-14,,Abierto
1592,14672,18/01/2025,"4.060,14",Abierto
1593,17794,2025/02/08,124.71,cerrado
1594,6947,2025/12/02, 1246.82 ,
1595,16650,05-14-25,"6.602,32",
1596,20438,04/04/2025,"5,672.27",
1597,21771,2025/06/23,N/A,ABIERTO
1598,12815,2025/03/25, 11055.38 ,Abierto
1599,17274,03/09/2025,"8,445.17",Cerrado
1600,16134,17/01/2026,,Rechazado
1601,25582,09-06-25, 1773.66 ,Cerrado
1602,21142,2025-01-27,"5,456.03",ABIERTO
1603,22121,05-03-25, 13184.77 ,cerrado
1604,7108,25-12-2025,-,
1605,24145,2025/05/13,"5,079.39",ABIERTO
1606,11783,08-10-25,"10.644,47",Rechazado
1607,19514,10-26-25, 3430.22 ,Abierto
1608,14576,30-11-2025,13290.94,cerrado
1609,9973,03-13-25, 8344.04 ,ABIERTO
1610,20853,2025-09-19,"14,916.37",Abierto
1611,5761,2025-11-18,"422,91",
1612,16850,11-08-25,"5.320,82",
1613,15390,14-11-2025,10831.47,
1614,22551,2025-10-25,14069.50,
1615,12778,24-06-2025,N/A,
1616,7629,11-11-2025,10134.99,Abierto
1617,10680,23/02/2025,2936.70,ABIERTO
1618,9849,05-02-2025, 7766.02 ,ABIERTO
1619,4319,28/05/2025, 8406.70 ,Rechazado
1620,17234,01-07-25,"4.176,97",Cerrado
1621,13030,25-08-2025,"4.112,75",cerrado
1622,9705,01-29-26,10663.53,
1623,5518,04-07-2025,1460.99,ABIERTO
1624,20288,2026/02/14,N/A,
1625,20251,01-03-25,"3,105.78",cerrado
1626,18422,05-03-2025, 7822.31 ,Rechazado
1627,12223,2025/09/19,5806.47,
1628,19419,25/08/2025,"8.875,22",ABIERTO
1629,7756,2025-06-29,"3,970.26",
1630,6147,2025/01/18,"9.172,71",Rechazado
1631,23663,12-29-25, 9825.35 ,
1632,24698,2025-10-26,8147.96,
1633,13439,08-17-25,"8,464.07",Rechazado
1634,13554,2025-11-03,N/A,ABIERTO
1635,1899,2025/02/14, 3611.54 ,Cerrado
1636,18942,06/09/2025,7658.59,ABIERTO
1637,24853,11-28-25,"14.517,28",
1638,8983,24-04-2025, 12252.52 ,
1639,18349,12-26-25,,
1640,12237,2025/08/06,-,
1641,7726,11-12-25, 11900.49 ,cerrado
1642,5128,2025-09-10,"5.998,03",
1643,24800,2025-08-26, 2225.29 ,Rechazado
1644,20306,2025/06/15,,Abierto
1645,3536,10-11-2025,"3,230.94",Rechazado
1646,18662,06-13-25,"5,421.05",Cerrado
1647,919,28-09-2025,"13,191.68",Cerrado
1648,8730,05/07/2025, 7269.02 ,Abierto
1649,20308,2025/12/11,"14,566.91",
1650,23878,10-20-25,6367.46,
1651,497,2026/01/06,N/A,Abierto
1652,3274,2026/01/27, 4403.86 ,ABIERTO
1653,23044,18/03/2025,"9,906.16",Rechazado
1654,140,2025-06-23,N/A,Abierto
1655,6461,11-26-25,1794.45,ABIERTO
1656,22727,12/11/2025,"2.116,47",Abierto
1657,15344,2025/08/16,"14.721,34",cerrado
1658,11203,2025-04-30,,
1659,22196,06-01-2026,"1,793.52",Abierto
1660,13791,2025/08/03, 9738.63 ,Rechazado
1661,19514,08/10/2025,5785.53,ABIERTO
1662,10657,2025-09-21,-,cerrado
1663,1536,2026-02-04, 4094.39 ,Rechazado
1664,4046,30/06/2025,"5,640.41",ABIERTO
1665,7354,04-09-25, 5707.24 ,Rechazado
1666,21309,12-13-25,"6,049.07",Cerrado
1667,16218,16-06-2025,N/A,Cerrado
1668,22198,2025/10/30,1454.97,
1669,16274,05-02-2026,,
1670,25748,2025-06-18,,
1671,4836,06-01-2025, 8522.03 ,Rechazado
1672,15931,20/12/2025,"12.335,99",
1673,19684,2026-02-21, 4090.88 ,Cerrado
1674,23943,2025-07-01,"5.803,78",cerrado
1675,22816,2025-07-13, 13433.80 ,
1676,3211,2025/09/20,417.92,Abierto
1677,10356,08-21-25,"6.125,12",Cerrado
1678,15487,2025/06/26,"4,073.39",
1679,5678,03/02/2026,946.57,Abierto
1680,16276,28/11/2025,3621.25,Abierto
1681,7490,28-10-2025,8987.56,Cerrado
1682,10030,2025-03-17,8025.30,Cerrado
1683,22209,2025-04-04,6950.72,Cerrado
1684,8607,2025-10-10,,
1685,20635,2025/10/26,,
1686,21541,16/08/2025,5751.40,cerrado
1687,6289,2025/08/25,"8,359.01",Abierto
1688,14006,2026/02/12, 10717.35 ,ABIERTO
1689,18789,2025/04/27,-,Abierto
1690,13496,11-16-25,-,Cerrado
1691,5604,11/05/2025,1639.43,cerrado
1692,8897,2025-02-09, 10700.54 ,Cerrado
1693,22679,10-15-25, 6624.27 ,
1694,12135,13/02/2025, 14171.39 ,
1695,22979,2025-07-29,"5,342.61",cerrado
1696,3,2025-11-11,"3,842.84",cerrado
1697,9911,2025-02-22, 1268.23 ,Cerrado
1698,362,2025-08-16,"10.705,25",
1699,6458,2025-08-23,"11.003,47",Cerrado
1700,16612,20-02-2025, 11110.58 ,
1701,3628,2025-08-18, 198.12 ,Cerrado
1702,17739,08-04-2025,7793.82,Cerrado
1703,24825,17-02-2025,"10.644,08",
1704,23784,2025/07/20,-,Rechazado
1705,10032,10/08/2025,11034.33,
1706,6400,2026/01/06, 10276.18 ,
1707,18921,27/04/2025,3154.38,ABIERTO
1708,23367,2025/12/16,4989.47,ABIERTO
1709,25857,2025-09-24,"3,504.90",ABIERTO
1710,24381,09/05/2025,-,Cerrado
1711,487,10-30-25, 11102.58 ,Cerrado
1712,725,13/07/2025, 4628.82 ,Cerrado
1713,19951,13-06-2025,-,
1714,16177,2025-02-24,N/A,cerrado
1715,23524,05-02-2025, 2104.56 ,ABIERTO
1716,15646,07/08/2025, 6969.42 ,ABIERTO
1717,16310,2025-08-09,"997,25",Abierto
1718,8766,27-01-2026,"7.189,85",
1719,23646,2025-02-12,N/A,Abierto
1720,9594,2025/11/10,,
1721,17403,02-22-25, 14084.26 ,Cerrado
1722,12854,21/04/2025,,
1723,22585,22/06/2025, 11017.87 ,Abierto
1724,9172,13-02-2026,532.22,cerrado
1725,7908,27-03-2025,"13.653,09",Abierto
1726,15203,11/08/2025,"1.691,15",ABIERTO
1727,22791,2025-01-14, 3290.56 ,ABIERTO
1728,18014,2025-10-14, 6059.38 ,Cerrado
1729,21018,2026/02/02,"2.315,11",Cerrado
1730,18609,30/03/2025, 13971.11 ,cerrado
1731,17953,2025/08/09,"3,607.23",
1732,21801,2025/10/11,"6.022,36",
1733,6940,30-01-2025, 11707.13 ,Abierto
1734,18711,2025-02-15,2970.31,Abierto
1735,9415,01-01-2025, 2671.25 ,Abierto
1736,11816,2025/02/11,5443.92,cerrado
1737,14435,07-12-25,"4.637,30",ABIERTO
1738,21295,2025-09-21, 13384.46 ,
1739,5609,04-06-2025, 12337.10 ,cerrado
1740,2237,28-06-2025,"7,841.66",Rechazado
1741,25650,28-06-2025,"7.286,20",Abierto
1742,5917,05-04-25,"2,720.64",cerrado
1743,21885,2025-12-02,"1.468,60",Cerrado
1744,24671,13-01-2026,"7,365.80",Cerrado
1745,3242,12-05-25, 13344.51 ,cerrado
1746,6812,07/08/2025, 10981.75 ,Cerrado
1747,11770,25-05-2025, 9805.25 ,
1748,578,2025/11/06,13210.33,cerrado
1749,18459,2026-02-01,"7.168,82",Cerrado
1750,16349,2025-09-10,"13,412.59",Abierto
1751,14157,06/07/2025,"9.988,32",Cerrado
1752,21814,07-05-25,"7,726.82",Cerrado
1753,16158,2025/03/06,"8,538.48",Rechazado
1754,15985,10/06/2025, 1894.27 ,Abierto
1755,12517,09/01/2025,,
1756,11179,12-08-2025,"7,984.57",cerrado
1757,583,03-18-25,"11,197.37",Cerrado
1758,22353,2025/11/19, 13507.25 ,cerrado
1759,12557,2025/06/27,"2.980,87",ABIERTO
1760,24629,10-06-2025, 10191.94 ,cerrado
1761,3377,05-01-2026,,Abierto
1762,3692,2025/06/02,"9.676,04",
1763,23579,19/05/2025,"4.609,03",
1764,1221,2025/08/22,10531.93,Cerrado
1765,11078,15/07/2025,2803.48,Abierto
1766,6556,14/08/2025, 8873.53 ,Abierto
1767,5702,02-02-2025,8103.30,
1768,14986,02-02-25,"6,540.78",cerrado
1769,4781,2025-08-16,,
1770,15069,04/02/2026, 12092.65 ,cerrado
1771,22197,06/09/2025,"3.166,46",Cerrado
1772,17743,05-02-2026,14678.53,Abierto
1773,5273,2025-02-14, 9839.80 ,
1774,7242,2025/10/24, 14191.33 ,cerrado
1775,23224,12/12/2025, 13837.08 ,cerrado
1776,20436,10/04/2025,-,Rechazado
1777,13885,18/07/2025,-,cerrado
1778,983,19/02/2026,4936.73,
1779,21484,2025-10-05, 3767.35 ,Cerrado
1780,11872,08-15-25,7972.84,Cerrado
1781,4050,2025/05/12, 10099.53 ,
1782,21554,10/09/2025,"5,842.04",cerrado
1783,21334,2025/09/06,"7,384.45",ABIERTO
1784,18429,13-03-2025,-,
1785,22345,2025-11-17,13657.52,cerrado
1786,13597,2025-03-04,"8,608.38",
1787,6620,07-30-25,"1.056,39",
1788,3689,11-11-2025,"9.448,36",
1789,6518,2025-05-14,14330.32,
1790,20480,03-11-2025,-,ABIERTO
1791,22855,20/07/2025,N/A,
1792,6819,02/02/2025,226.54,Rechazado
1793,154,12-01-2026,"6.325,81",
1794,6881,2026/02/24,N/A,
1795,17921,24-11-2025,N/A,cerrado
1796,19046,2025-02-12,,Rechazado
1797,19532,17-03-2025,"8,804.05",Rechazado
1798,2825,27-07-2025,"9.848,17",Rechazado
1799,8003,05-11-2025, 8586.97 ,ABIERTO
1800,6555,2025-09-05,"12,219.16",
1801,12035,02-28-25,617.52,Abierto
1802,19906,31/08/2025,"8.711,91",
1803,2114,10/02/2025,"4.728,30",
1804,537,19-06-2025,7883.57,
1805,12108,10-02-25, 5335.93 ,
1806,14494,12-27-25,N/A,
1807,15926,19-07-2025,"3.612,27",cerrado
1808,24630,02-12-26,,Rechazado
1809,23298,2025-07-15,"8.743,38",
1810,17048,09-18-25, 2521.35 ,Rechazado
1811,3336,2025-03-26,14741.87,Abierto
1812,7113,20-04-2025,"10.111,45",
1813,21707,08-07-2025,"6.974,08",cerrado
1814,16960,08/06/2025,"7.339,44",cerrado
1815,5058,2025-12-23,,ABIERTO
1816,10632,11-21-25,"1,194.15",cerrado
1817,16667,04-18-25,"13,195.93",ABIERTO
1818,4468,2025-10-18, 9678.43 ,Cerrado
1819,8884,2026/01/30, 8575.19 ,cerrado
1820,5877,29/03/2025, 6951.16 ,
1821,15978,01/09/2025,"4,360.18",ABIERTO
1822,1320,2025-06-29,N/A,ABIERTO
1823,13582,01-20-25,"7,352.46",cerrado
1824,10686,07-10-25,9700.72,cerrado
1825,6560,2025-11-27,6812.54,Abierto
1826,20678,08/06/2025,-,
1827,4236,05-19-25,"8,314.07",ABIERTO
1828,15043,2025/09/17,1796.11,cerrado
1829,17518,2025/03/24,6721.95,cerrado
1830,4672,2025-09-13,847.57,Rechazado
1831,25888,05/03/2025,"5,651.21",
1832,5842,2025-06-09,8809.97,cerrado
1833,6007,2025-10-15,-,ABIERTO
1834,7502,2025-08-23,-,Cerrado
1835,1008,29-01-2025,-,Rechazado
1836,23361,2025/04/10,3209.07,Rechazado
1837,8932,2025-02-22,"1.882,79",Rechazado
1838,11502,2025-09-08,"3,176.28",cerrado
1839,17357,02/04/2025,"6,665.32",cerrado
1840,19681,20/01/2025,"5,113.17",Rechazado
1841,12277,01/09/2025, 680.98 ,ABIERTO
1842,22641,16/04/2025,3843.60,cerrado
1843,15084,20/07/2025, 5017.90 ,cerrado
1844,19470,03/02/2026,"1,337.22",Cerrado
1845,5366,08-04-25, 11069.73 ,ABIERTO
1846,7946,10-22-25,"3,472.12",Rechazado
1847,22261,09-05-25,6977.66,cerrado
1848,22563,12-30-25,-,
1849,22521,2025/01/08,13436.69,ABIERTO
1850,10383,18/05/2025,,Abierto
1851,9774,10-05-2025,,Rechazado
1852,436,2025/01/13,3893.27,ABIERTO
1853,12709,2025-10-27,"4.062,55",
1854,14871,2025-04-16, 14969.88 ,Cerrado
1855,20804,2025-11-20, 3783.78 ,Rechazado
1856,17753,15/04/2025, 1368.42 ,
1857,3550,01-07-25,N/A,cerrado
1858,7841,2026-01-19,12162.19,cerrado
1859,9873,2025-08-14,,Rechazado
1860,5264,20-07-2025,1160.84,Cerrado
