id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
11145,04-19-25,316,23,9,9,462.06,47.77,"20,838.38"
11146,16/01/2025,2767,62,14,4,604.23,66.91,115920.21
11147,08/01/2025,2398,42,1,10, 1931.51 , 285.46 ,364621.52
11148,2025-03-31,238,13,15,2,"1,068.41","111,56","57.432,90"
11149,10-02-25,2266,18,7,11,"1.600,38", 311.69 ,"263,986.11"
11150,2025-01-06,1556,69,4,7,N/A, 96.58 ,"35.057,86"
11151,03-14-25,2145,14,15,2,"1,388.55", 75.94 ,"133.686,56"
11152,04/02/2026,358,4,2,1,726.31,-,126933.00
11153,01-11-25,841,77,6,10, 1313.52 ,,N/A
11154,23-06-2025,1863,80,10,10,"1.696,98",N/A,334409.55
11155,05-22-25,3506,70,6,12,"1.033,52","233,25","39,276.89"
11156,20/07/2025,183,58,12,8,, 61.57 , 35446.36 
11157,2025-02-26,1733,69,8,3,"109,92","24,41","17,090.33"
11158,2025/07/28,45,27,13,1,1547.85, 272.25 ,"203.892,62"
11159,2025-10-11,1504,65,15,10, 1972.85 ,"347,69",156076.66
11160,,1057,66,1,5, 1724.53 ,359.60, 244419.58 
11161,2025-10-09,346,71,2,8, 1853.76 , 217.89 ,313609.21
11162,17-01-2026,2085,30,8,3,"759,42",133.51,"15.940,05"
11163,2025/11/17,333,42,15,1,1198.76,N/A,195483.58
11164,07-02-25,347,3,8,4, 1781.50 ,"341,52",146113.10
11165,12-27-25,576,66,5,1, 1233.44 ,218.81,"42.229,21"
11166,08-31-25,2891,7,6,10,1719.95, 143.18 ,"161.296,82"
11167,2025/04/02,1813,79,13,3,1711.34,N/A,"123,403.22"
11168,2025/03/11,1986,77,4,6,N/A,94.25, 22439.50 
11169,2025/02/03,119,54,10,10, 1815.89 ,311.84,249235.17
11170,2025/06/14,1054,19,10,4,463.44,114.69,N/A
11171,21/01/2026,1459,55,4,5,"891,99","126,81", 81606.33 
11172,12/12/2025,2851,55,7,3,"1.424,22",,"196,127.33"
11173,05-01-25,2550,52,13,6,"1,522.33","114,47", 183630.17 
11174,08-11-25,1273,36,13,4,274.49,"24,82",N/A
11175,08-10-25,720,15,10,2,N/A, 198.24 ,"282,625.51"
11176,2026-01-11,2554,77,11,6,N/A,112.64, 92037.32 
11177,2025-01-07,23,27,4,10, 700.50 , 56.46 , 66829.58 
11178,2025-10-16,1918,18,13,7,877.51,-,"89.261,53"
11179,2025/07/31,26,54,7,12, 1223.12 , 265.04 ,
11180,,712,16,3,11, 1698.81 ,"86,45","332.328,37"
11181,18/12/2025,247,65,10,7, 1457.24 ,-,66451.54
11182,,2098,34,12,5,, 269.06 ,"177.571,45"
11183,23/11/2025,2010,44,15,9, 1656.94 ,"156,44","196.853,60"
11184,2025/02/28,1785,31,14,1,"969,21","166,47","132.265,88"
11185,11/03/2025,2893,37,15,11, 1580.45 ,303.28,39449.54
11186,04/05/2025,769,11,1,11,250.83,40.59,"31,774.16"
11187,10-07-25,2233,44,8,10,N/A,53.36,"84,699.45"
11188,07-02-2026,3000,51,8,5, 1203.04 ,267.34, 152971.69 
11189,07-10-2025,393,77,12,5,"1,206.56",91.35,171916.40
11190,2025/01/18,1826,64,5,2,"1,719.01",N/A,196600.90
11191,29-11-2025,1287,15,5,2,173.82,"26,81","6,366.06"
11192,02-05-26,2841,41,10,12,548.87,129.54,N/A
11193,09-03-2025,639,74,5,3,1158.29,"68,84",145528.69
11194,01-08-25,675,3,3,2,,,"116,436.72"
11195,01-14-26,775,32,3,9,,237.23,
11196,04-10-2025,2587,7,13,12,-, 169.88 ,"117,662.24"
11197,2025/02/25,2737,20,10,8,928.46,202.92, 173794.44 
11198,12/11/2025,2143,31,1,1,-,124.98,
11199,2026-01-06,2965,67,6,12, 1044.82 , 222.20 ,"76.014,18"
11200,2025/02/02,702,73,1,1,"1.958,01",-,-
11201,01-10-26,2649,54,11,8, 490.69 ,"120,79",
11202,09/02/2026,654,61,7,5,"649,80",881.04, 48071.23 
11203,2025-12-04,199,58,4,11,1671.48,"298,59", 162056.18 
11204,2025-02-27,2710,63,11,12,778.49,87.94,"138,050.20"
11205,,1755,43,10,5,N/A,95.47, 80745.19 
11206,2025-12-30,1790,59,8,6,1109.08,"78,86","186,182.96"
11207,,2293,66,3,4, 452.66 , 95.97 , 44108.16 
11208,2025/02/04,2607,54,3,6, 390.55 ,19.90,"55,266.34"
11209,2025/05/01,1189,25,12,3,1162.93, 200.53 , 201853.81 
11210,08-29-25,2381,78,5,11,,195.89,170045.53
11211,2025-11-09,2219,30,1,12,902.97,"155,64",
11212,29-07-2025,1980,30,7,11,,51.57, 35305.56 
11213,07/02/2025,1713,78,3,7,1539.71,245.76,"263,495.14"
11214,2025-03-16,1,39,7,11,1972.15,N/A, 350015.72 
11215,01-25-25,519,42,14,7,"1,263.28","209,21","250,585.52"
11216,08-29-25,920,70,3,1, 978.76 ,210.36, 99593.05 
11217,18/01/2025,2316,76,15,2,"0,00",254.33,"42,774.25"
11218,10-30-25,2751,5,11,8,357.10,"75,04",-
11219,2025/06/25,1549,93,13,8,-,27.65,
11220,2025/02/04,3777,10,11,1,657.37,127.45,-
11221,,2557,54,7,9,"834,70", 163.43 ,"103.945,23"
11222,24/08/2025,556,1,15,12,"0,00", 157.15 ,100663.22
11223,2025/10/18,1448,11,13,11,"239,73",24.34, 23060.67 
11224,28/01/2026,1414,31,11,10,"1,870.18", 184.38 ,"89,309.20"
11225,08-03-25,1886,55,1,10,1877.35, 151.35 ,196253.87
11226,2025/04/24,2500,76,11,7, 1194.30 ,158.07,-
11227,2025/11/16,773,16,15,11, 1184.46 ,111.48,"31.738,05"
11228,,938,8,12,1, 1504.35 ,,
11229,12-02-2026,1448,33,5,9, 1638.66 ,89.90,"53,748.62"
11230,2025/07/15,2810,11,3,11, 535.33 , 130.72 ,-
11231,2025/02/24,1469,80,8,6,1095.72,"217,64",-
11232,2025-03-17,849,54,2,10, 776.08 ,"62,12",105550.95
11233,,2591,78,8,12,"1.859,61", 279.30 , 260909.36 
11234,10-23-25,1647,34,7,4,"1,442.82",346.19,"130,278.06"
11235,2025/01/28,719,4,11,9,544.85,,"70.615,02"
11236,12-13-25,2678,61,14,7,-, 32.64 ,-
11237,2025/06/13,690,28,7,7,"1,581.15",367.91,"65.128,18"
11238,2025/07/20,1727,6,4,2,"1,480.36", 134.53 ,"149,564.92"
11239,2025/08/29,2085,29,7,10, 452.76 ,N/A,"71,054.07"
11240,2025-08-08,2468,18,12,6,397.21,88.33, 17259.80 
11241,12/06/2025,693,45,9,8,1656.20,397.07,"237,173.16"
11242,09-02-25,315,52,10,1,"1,100.15", 67.75 , 30017.84 
11243,,1405,24,14,10, 382.95 ,76.93,"30,122.10"
11244,02-08-26,2113,78,10,11, 1561.35 ,N/A,"197.900,39"
11245,30-10-2025,2090,17,15,1,"1.322,47",181.67, 75102.59 
11246,12-14-25,2057,60,9,12,"1,590.14",-,"208,476.98"
11247,21/10/2025,2366,45,1,9,"591,42","130,88","58.034,65"
11248,,243,52,8,9,"1.947,01", 198.55 ,"159.166,86"
11249,2025-02-04,2741,19,2,7,"530,55", 111.72 ,-
11250,09-02-2026,2317,54,10,6,795.80,111.61, 119962.22 
11251,2025/04/07,2154,75,1,2,-,"82,75","146.957,41"
11252,2025-04-05,354,22,8,12,"785,28",95.38,"146,468.66"
11253,2025/01/12,2586,6,12,1,"1,059.97", 140.93 ,
11254,07/02/2025,956,68,8,4,87.16,15.80,"2,664.12"
11255,08-08-25,2136,70,3,1,"223,52",13.51,"31,079.45"
11256,,2646,70,11,9,238.28, 25.92 , 43301.45 
11257,2025-12-07,233,102,3,11,,238.53,N/A
11258,19-03-2025,1433,53,13,7,"1,769.86",,242517.51
11259,2025-05-07,1400,37,4,3,"1.943,00",289.89,"74.873,81"
11260,2025-01-03,257,79,11,8,"1.118,14",-, 117616.32 
11261,2025/04/19,1183,14,9,2, 294.53 ,-,"34,776.34"
11262,12-10-2025,2767,52,8,4,866.62,132.39,N/A
11263,2025/07/16,2576,54,3,6,-,22.90, 52578.95 
11264,2025/10/04,1599,56,15,4,N/A,239.24,"30.389,67"
11265,26-01-2025,1136,15,11,7,"125,09", 27.09 ,15437.78
11266,2025/02/02,1339,48,8,3,"1.421,12", 121.86 ,44995.79
11267,2026/02/12,771,30,9,2,"1.358,09",267.61,221949.79
11268,30/09/2025,677,62,4,6,, 30.50 ,"15,730.03"
11269,2026/02/18,1679,26,6,3,-, 349.15 ,"43,560.56"
11270,2025-09-07,1550,14,1,12,-,125.87,"145.965,37"
11271,06-01-2025,2959,6,3,4,130.09, 30.30 ,"16.247,82"
11272,01-03-26,2608,68,1,8,"288,89",43.56,"52,004.83"
11273,2026/01/01,2266,48,11,4,"621,21",153.30,-
11274,08-02-25,91,61,10,6,"1.985,38","185,22",56425.75
11275,10-05-25,1714,20,10,3,"1,551.28",278.48,"191,988.43"
11276,10-27-25,1348,29,8,10,398.21,47.99,"18.529,33"
11277,02-11-25,2915,12,14,1,"1,486.59", 195.62 , 167652.59 
11278,15-06-2025,2499,45,15,3,-,"44,70",-
11279,2025/03/18,2381,57,4,10, 468.46 ,,N/A
11280,2025-12-17,102,41,15,8,"1.466,90", 202.83 ,"78.536,24"
11281,,558,60,13,10,"1.553,45",N/A, 164623.69 
11282,2025/01/24,2156,79,2,1, 618.26 , 118.00 , 36350.10 
11283,11/10/2025,2,33,12,6,"883,64", 166.71 ,"45.191,45"
11284,19-12-2025,2772,21,11,4,683.48,165.97, 101666.13 
11285,12-20-25,358,66,1,2, 1778.22 ,190.12,-
11286,2025-11-27,1091,54,7,6,"790,19",149.86, 22227.64 
11287,08-25-25,712,50,10,1,529.90,"78,09",N/A
11288,30/01/2026,398,69,11,9,"1.707,93",N/A,321440.76
11289,2025/07/25,111,40,15,8,"1,153.16",N/A,95300.40
11290,13-03-2025,2646,4,8,12,253.60,,"17.504,55"
11291,09/06/2025,2720,34,3,3,N/A,-,"39.949,11"
11292,2025/09/12,593,23,6,12,"1,905.38",105.50, 249341.85 
11293,11-19-25,941,56,7,10,1155.45,275.36,
11294,2025-01-14,1591,5,10,11,N/A,87.13, 41058.54 
11295,16/04/2025,2022,63,11,8, 1481.32 , 359.87 ,"241,653.84"
11296,17-10-2025,2200,45,13,11,578.17,"35,18","36.483,50"
11297,2025-05-23,738,54,6,2,895.29, 176.90 ,
11298,2025/10/24,795,24,7,8,"1,176.63","102,55","134.799,01"
11299,23-04-2025,1707,28,2,7,"1,554.97", 80.77 ,"118,345.57"
11300,2025-04-20,2231,29,4,5,,109.71,-
11301,14/10/2025,2143,6,7,4,277.52, 37.67 ,N/A
11302,28-06-2025,449,4,10,11, 602.02 ,"35,67",12191.84
11303,12-05-2025,2871,12,6,5,"1.050,86",-, 164237.20 
11304,2025-06-14,1710,43,2,8, 942.38 , 74.35 , 39738.60 
11305,03-11-25,1606,46,14,7,170.90, 39.11 ,N/A
11306,07/03/2025,2219,27,2,2, 1302.00 ,195.75,198645.39
11307,2025/03/29,2935,48,9,10,214.81, 38.10 ,20100.47
11308,01-13-25,175,3,14,12,,,N/A
11309,17/02/2026,1343,35,14,12,237.25,18.08,-
11310,11/02/2025,2915,38,7,2,148.18, 36.10 ,"6.390,99"
11311,22/07/2025,1214,50,12,1,1191.47, 104.43 ,"54,897.94"
11312,2025/02/16,85,23,4,8,804.78,N/A,"16,808.63"
11313,02-25-25,1660,65,1,5,"1,358.93", 273.14 ,-
11314,2025/09/28,2911,47,10,12,251.36,,N/A
11315,2025-01-13,1650,11,7,6,1286.55,"316,17","183.707,33"
11316,22/03/2025,1548,23,3,2, 281.40 ,,52838.67
11317,2025/11/06,2367,27,5,10,"1.291,34",N/A,"208.483,44"
11318,,265,69,3,6,483.89,59.46,"9.914,17"
11319,06-05-2025,2061,78,2,4,N/A,N/A, 50105.97 
11320,2025-10-14,982,26,14,6,N/A, 167.15 ,-
11321,14/05/2025,351,69,11,4,680.96,165.62,"78,663.80"
11322,,1318,36,7,8,"1,649.63","195,54","183,811.61"
11323,2025-12-04,1709,16,14,9,1292.19,"129,24","205.696,52"
11324,19-01-2026,2968,77,1,2,133.90,27.85, 2783.79 
11325,03/08/2025,1756,69,6,3,522.16, 27.90 ,
11326,10-03-25,621,48,4,1,"1,735.72", 99.05 ,-
11327,2026/01/14,130,33,6,9,86.09,18.32, 12553.45 
11328,04-23-25,1465,45,7,4,"1,351.84",-,"190.453,71"
11329,,2472,30,8,11, 1814.69 , 296.17 ,"155,747.75"
11330,2025/04/13,2857,13,2,11,"0,00","75,68", 25462.33 
11331,2025-08-12,741,9,15,2, 1045.82 ,"52,95",167645.97
11332,04-09-25,574,33,8,2,55.52,"9,33",N/A
11333,2025-04-09,1451,28,10,5,,"29,39",
11334,08-11-2025,1279,46,11,5, 269.12 ,"63,49","52.716,71"
11335,25-12-2025,2814,53,3,1,"667,75",51.83,35474.48
11336,06-05-2025,2278,31,7,8,898.77, 219.18 ,82175.64
11337,24/02/2025,768,66,11,12,"1,519.41","155,79","205,154.55"
11338,2025/01/26,702,9,3,10,"1.444,27",327.32, 61108.17 
11339,10/01/2025,383,72,10,3, 638.78 ,-,-
11340,04/10/2025,833,23,1,7,"1,246.35",201.83,"124,554.54"
11341,10-14-25,596,42,2,4,"1,465.16","366,15",103020.22
11342,,583,66,6,5,"1,326.34", 305.74 ,N/A
11343,2025-01-30,2740,44,14,11,"112,66","14,35","2,470.04"
11344,09/10/2025,2050,51,9,6,"943,57","172,30","157,260.16"
11345,2025/09/18,1400,31,9,6,,298.13,"236,358.93"
11346,18-09-2025,713,51,8,4,1840.32, 440.57 , 174104.83 
11347,2026/01/16,2659,62,4,3,-, 104.30 ,"26.709,51"
11348,30/07/2025,1614,17,3,4,"702,18",N/A,N/A
11349,01/08/2025,854,28,14,1,"96,17", 19.17 ,"3.508,62"
11350,12-02-25,1729,31,4,3,"1.921,35", 181.01 ,
11351,08/08/2025,2111,21,5,4,N/A,60.65,N/A
11352,2025-03-25,2106,78,8,6, 472.12 ,,"34.073,00"
11353,09-10-2025,1954,8,14,10,,143.23,77425.02
11354,2025-02-10,1390,32,6,7,,212.61,"184,865.73"
11355,20/10/2025,986,10,10,6,0.00,"67,29",12796.42
11356,23/09/2025,2943,74,5,5,"95,56",-, 9374.62 
11357,02-06-25,2206,50,6,11, 613.29 ,"144,82",74901.99
11358,08-02-25,478,31,9,5,"1,359.61",143.12,"144,380.48"
11359,14-08-2025,1912,14,5,1,"612,49",,92682.44
11360,05-13-25,1512,62,13,10,267.68,51.69,
11361,2025-05-11,743,18,4,1,"663,16",41.51,"34,550.52"
11362,2026-01-22,1459,36,11,5,"803,44",,"45.595,74"
11363,2025/04/10,1816,74,7,4,-,72.72, 75873.96 
11364,10/08/2025,2860,75,13,4,,282.46,237554.12
11365,03-09-25,1804,38,2,11,1134.64,275.75,151810.55
11366,06-10-25,3559,60,4,8,518.82,"83,44",65981.93
11367,27/08/2025,1504,38,12,7,"692,69","1,097.29","20,397.61"
11368,2025-08-22,502,66,13,1,"1.342,56", 79.02 ,31413.39
11369,2025-11-26,176,24,15,1,-,"126,02",
11370,,2800,41,11,3,N/A,99.23, 243444.93 
11371,25-03-2025,910,79,4,12,653.59,57.79,N/A
11372,2025-07-15,2668,28,5,4,-,291.30, 223855.00 
11373,27/10/2025,1514,67,5,9,-,"237,46",
11374,2025-08-12,2153,16,12,11,813.97,54.18, 135366.36 
11375,,2181,7,5,8,N/A,194.63, 90335.62 
11376,2026-01-06,410,32,10,3, 1028.88 ,"239,37",45432.94
11377,02-04-25,13,39,3,5,161.96,"27,79",9558.41
11378,04-04-2025,2477,77,15,5,N/A,12.32,"11,645.48"
11379,10-04-25,1689,56,14,11,N/A, 88.20 ,
11380,2025/12/15,2036,15,5,4,N/A,N/A,"124.450,33"
11381,,1610,24,10,8,1486.14,-,
11382,08-29-25,50,17,10,1,"1,225.05",-, 206216.24 
11383,13/01/2026,542,16,3,11, 1962.25 , 329.94 ,"376,492.78"
11384,2025/02/13,2908,34,15,3,249.45,N/A,
11385,09-04-25,1508,71,15,12,"1,996.10", 212.36 ,"199.378,91"
11386,2025-06-16,832,60,11,4, 834.14 , 56.84 ,-
11387,2025-10-21,814,22,13,2,-,"213,30", 72057.33 
11388,2025/01/14,1762,69,9,9,895.20,97.17,"164,908.74"
11389,2026/02/17,51,59,4,12,"1.063,18",57.11,174385.70
11390,2025-03-10,2448,23,15,7,,"167,00",
11391,01-24-25,1027,59,6,11,"1,324.79", 197.36 , 37804.65 
11392,2025-08-24,2186,3,2,12,294.59,58.20,"11.056,60"
11393,2025/02/18,2859,28,7,5, 1586.11 ,"226,60",266863.04
11394,01-14-26,1443,56,9,6,"714,81","156,00",77912.72
11395,2025/12/25,1944,62,7,4, 956.99 ,216.38,25602.15
11396,18/11/2025,1125,58,3,9, 801.93 ,192.20,"130.103,23"
11397,2025/07/30,182,26,11,12, 762.45 ,"91,18",
11398,07-26-25,2335,67,8,10, 683.89 ,-,"136,269.05"
11399,2025-02-02,1642,52,9,11,"1,110.68",183.41,"182.783,35"
11400,,2927,30,10,5,"577,29", 143.27 ,"75.662,49"
11401,2025/05/16,2190,46,2,11,1878.49,300.40,368398.68
11402,15/06/2025,810,76,8,12,"1.757,60","157,76","340.293,08"
11403,30-05-2025,1838,79,15,10,"1.196,27","90,23","175,219.05"
11404,12/04/2025,838,25,7,4,-,130.93,"78,646.85"
11405,11-14-25,2911,66,7,10, 1407.68 ,197.58,N/A
11406,2025/12/22,1059,29,10,8,"1,700.35",N/A,"38,785.63"
11407,10-10-25,346,29,2,6,N/A,"33,64","48.330,43"
11408,03-11-25,1215,77,10,11,"1,208.14", 181.59 ,-
11409,18-02-2026,1811,56,14,5,,"39,54",N/A
11410,13/10/2025,652,79,8,9, 1453.51 ,229.29, 101100.19 
11411,12/05/2025,1878,39,11,11,-,69.25,"65,963.36"
11412,,1439,38,14,6, 1164.52 ,258.21,"135.093,81"
11413,,2445,22,11,6,762.94,167.46,"41.494,10"
11414,14/07/2025,1583,50,2,12, 1945.32 ,,"331,217.44"
11415,12-06-25,1787,51,1,6,"1.054,32",58.91, 123313.53 
11416,07-19-25,1268,69,4,10,"1,936.42",414.89,
11417,04-05-25,323,61,11,1,,N/A,"43.002,70"
11418,2026/01/20,2603,45,15,2,"1,987.63",495.39, 389253.58 
11419,01-17-25,3819,9,12,10,N/A, 70.32 , 20258.03 
11420,15-03-2025,848,36,13,12,-,N/A,"244,010.16"
11421,03-02-2026,2871,53,1,3,1949.04,"109,29","200.193,51"
11422,2025-12-05,174,36,15,1,N/A,154.61,"284,235.87"
11423,03-20-25,683,27,2,9,"899,36",140.34,"86,908.10"
11424,2025-09-06,1273,7,1,10, 1687.52 ,, 320686.79 
11425,2025-06-02,1086,53,1,4,535.40,N/A,"61.863,71"
11426,2025/12/21,1860,75,2,2,-, 29.31 ,11549.23
11427,2025/02/15,2422,17,4,11,"322,66", 16.71 ,N/A
11428,2025/08/22,1349,3,4,11,1590.31,219.05,"205.076,50"
11429,2025/01/14,834,23,4,4,,N/A, 133983.91 
11430,2026-01-29,309,66,13,2,-, 7.96 ,N/A
11431,10-11-25,2199,38,3,1,999.78,"212,35","112,744.30"
11432,24-11-2025,1026,3,2,8,-,-,"68,184.67"
11433,02/05/2025,1749,80,9,3, 856.60 , 173.16 ,"158,629.31"
11434,2025-07-02,1926,3,3,12,"864,59", 171.23 ,-
11435,2025-02-03,2299,42,6,11,,"171,40", 136760.03 
11436,09-07-2025,37,28,8,7,N/A,84.26,79107.63
11437,2026/02/07,1990,37,4,3,775.43,"38,80","129,393.21"
11438,2025/07/15,164,48,5,10,"1,399.40",104.38,"234,512.22"
11439,01-13-25,2525,68,5,5,-, 157.19 ,-
11440,21-08-2025,2914,41,15,9, 1359.27 ,,-
11441,2025-09-24,1926,75,3,4, 1560.65 , 329.74 ,N/A
11442,03-29-25,227,5,12,3,317.17,,"36.363,70"
11443,2025/12/06,1191,80,8,12,1769.39,N/A,"136.132,27"
11444,2025-01-01,1025,72,6,8, 728.10 ,-,"37.886,71"
11445,17-04-2025,306,74,6,2, 1431.93 ,"150,51","162,966.54"
11446,2025-12-14,1750,66,5,4,1720.43,"385,72","304.484,99"
11447,17/12/2025,1006,66,7,1, 77.44 ,"18,28","6.366,76"
11448,2025-07-11,332,60,3,11,"149,41",-,3568.48
11449,2026/01/01,174,33,1,2, 1541.14 ,"280,55", 262555.95 
11450,2026/02/16,2492,39,8,1,"1.107,37",204.42,"81.165,76"
11451,2025-08-01,1643,23,1,4, 1649.93 ,"308,18", 47829.79 
11452,2025-04-12,1975,21,8,10, 742.58 , 77.73 ,"45,562.43"
11453,03/05/2025,2497,51,9,10, 402.41 ,-,"38,610.48"
11454,02-07-26,932,34,5,4,N/A,N/A,"91,791.34"
11455,01-26-25,863,52,2,4, 217.95 , 48.56 ,"27,706.20"
11456,24-12-2025,2074,11,9,11,874.23, 92.01 ,-
11457,07/09/2025,593,44,7,9,965.63, 217.46 ,156409.45
11458,14/11/2025,2860,42,6,2,"1,742.65","371,80","259,711.86"
11459,2026/01/28,2153,39,6,7,"1,027.07",80.49,90487.55
11460,2025-08-03,1279,10,6,5,81.60,,"16,259.22"
11461,2025-01-30,1455,16,13,3,, 364.33 , 106552.70 
11462,07-10-2025,2319,1,7,1,656.59,78.96,-
11463,08-20-25,78,41,13,7,"1.572,75",-,"41,270.98"
11464,17/10/2025,3825,13,11,2, 1986.68 ,154.50,392446.46
11465,01-18-25,2931,10,9,12,"700,93",128.37,105849.40
11466,,1636,80,2,8,760.32,N/A,"60.499,06"
11467,2025-11-08,1082,17,5,7,,137.62,14776.99
11468,05-27-25,778,104,14,10, 423.33 ,96.35, 79856.28 
11469,20/02/2025,51,62,4,2,, 13.61 ,"16.100,50"
11470,2025/09/09,2342,61,4,4,"389,21",N/A,56235.24
11471,03/04/2025,850,25,12,7,,N/A,171659.69
11472,18/02/2025,2849,19,8,1,"99,18",17.14,
11473,2025/09/05,62,14,2,6, 1342.82 ,, 241479.01 
11474,2025/11/01,2844,67,11,2,267.90,14.13,-
11475,,1612,59,2,5,"1.209,26",,46307.64
11476,10-20-25,2361,60,11,2,N/A,"195,59","36.267,14"
11477,,88,74,4,1, 1406.84 ,"176,71",-
11478,13/01/2025,2882,67,8,1,,303.19, 267683.76 
11479,20/05/2025,10,36,10,12,"1,097.22", 77.63 , 85918.57 
11480,2025-10-16,2722,37,1,10,"1.697,09",N/A, 48676.65 
11481,2025/01/25,863,44,1,3,"1.193,59",182.36,"215.705,81"
11482,2026-02-07,2721,38,6,4,,205.12,"268.756,44"
11483,2025-11-19,2125,37,14,1,"1.490,46",,"114.143,64"
11484,,1189,31,3,1, 1562.06 ,-,127021.90
11485,14-10-2025,574,64,3,5, 1264.97 ,272.77,-
11486,,832,47,6,8,"1.081,30","67,65","29,172.26"
11487,01-17-26,1450,51,6,8,849.26, 175.62 ,-
11488,08/04/2025,1562,34,9,10,"1,429.71",202.86,"272,692.43"
11489,10-06-2025,2457,75,9,10, 1876.38 ,"382,76","234,199.00"
11490,2025/08/31,307,35,14,2,"1.549,64","325,80", 194390.54 
11491,2026-01-06,483,9,2,9, 1956.16 ,238.83,94098.88
11492,10-02-2026,2675,77,6,12,N/A,"26,25",N/A
11493,,1907,61,4,8,721.39,95.16,"130.579,93"
11494,02-05-2025,1359,62,5,1,, 59.78 ,16815.68
11495,2025-09-23,1033,6,1,9,"1,830.63", 240.51 ,"75,789.14"
11496,2025-11-16,260,74,10,3,1404.05,193.67, 34499.23 
11497,03-23-25,2308,13,4,11,-,182.00,N/A
11498,2026/02/08,229,36,5,6,,19.47,"2.969,75"
11499,2025-07-01,267,32,4,4, 534.74 ,91.17,"87,846.51"
11500,04-02-2025,1819,37,8,12,-, 149.34 ,225616.07
11501,25-02-2025,351,79,3,2, 220.99 ,"12,54","7,859.23"
11502,11-29-25,1205,44,3,2,"1.926,68",386.32,73578.56
11503,2025/04/21,751,19,7,7, 1639.34 ,-,
11504,2025-08-04,1340,77,4,1,"841,63","64,01", 30287.74 
11505,2025-06-29,205,65,5,11, 1361.73 ,,214980.10
11506,01/08/2025,2011,44,11,7,953.62,64.48, 46621.11 
11507,15/05/2025,618,32,3,6,, 73.34 , 16802.24 
11508,08/09/2025,1325,17,4,7,"1,436.54","126,66",203615.17
11509,2025-07-24,2037,49,11,2,"1.241,76","115,91","151.718,81"
11510,27/04/2025,2874,42,8,7,,140.63,
11511,2025-04-16,1730,3,4,5,1649.66,160.85, 303990.53 
11512,01-19-26,1420,21,12,12, 745.80 ,73.75,"91,232.41"
11513,2025-03-20,1859,61,2,4,603.61,124.82,"98.337,63"
11514,2025-09-11,783,70,6,12,,413.51,N/A
11515,2025/10/21,1790,13,6,10, 1805.75 ,"183,70",N/A
11516,2025-11-12,980,12,13,5, 167.75 ,"31,41",6648.76
11517,2025-06-20,536,15,5,7,"1,824.01", 282.17 , 278038.57 
11518,2025-05-26,215,65,1,7,-, 60.78 ,"72,447.47"
11519,,711,17,2,6,-,-, 146840.18 
11520,14/06/2025,1618,54,3,10,"1.463,38", 287.31 ,35860.75
11521,2025/08/12,1690,52,6,4,"1,949.27",195.39,"322,721.31"
11522,2025/05/13,460,10,15,8,-,"129,65", 197837.56 
11523,01-16-25,2717,63,10,9,1608.99,203.74,"297,015.27"
11524,2025/11/03,1980,51,5,7,N/A,,70504.97
11525,2025/07/28,2361,37,9,2, 1438.78 , 174.43 , 59360.08 
11526,,381,54,7,3,-, 273.39 ,56488.32
11527,04-14-25,2404,41,8,11,"1,561.14",182.22,
11528,2025-10-31,1114,54,1,10,1260.43,130.81,"66.744,68"
11529,2025/10/09,105,46,14,4, 1019.95 ,171.37, 75892.40 
11530,,2597,69,4,9,"1,692.36",123.57, 115658.85 
11531,01-12-25,2248,5,3,1,"1,770.99","283,00",156204.87
11532,03-16-25,751,112,15,2,"1.124,35",76.96,
11533,2025/10/12,505,29,1,1,520.58, 54.21 ,46577.27
11534,08-20-25,991,32,8,11,"897,69",185.37,"94.465,69"
11535,02-05-2025,2333,54,8,7, 124.57 ,17.20,-
11536,2026/02/15,641,74,5,6,"1,231.16",94.82,175128.01
11537,2025/09/21,661,29,2,9, 132.71 ,10.06,"3,263.00"
11538,31-03-2025,788,80,5,12,-,136.36, 152733.90 
11539,,2101,11,12,12, 724.47 ,60.30,"92,189.49"
11540,29/12/2025,1526,21,2,10,N/A,,"177,156.44"
11541,2025-12-02,488,72,12,5,"1.403,47",169.40, 275278.03 
11542,2025-11-25,1472,38,13,5,1891.39,"463,38","218.895,27"
11543,,1395,31,12,11,975.09, 138.18 ,
11544,2026-01-15,2623,54,14,10,,"193,08",
11545,29/10/2025,2481,18,8,6,N/A, 121.27 , 197669.14 
11546,13/07/2025,576,19,6,11,"730,91", 79.72 ,N/A
11547,2025/12/21,570,65,14,5,,199.17,N/A
11548,,2477,98,11,11,517.34,106.00,90304.46
11549,11-25-25,1448,60,9,2,530.76,"31,64",-
11550,24/05/2025,736,69,8,4,N/A,100.78, 107811.82 
11551,14-02-2025,2902,22,1,8,"864,40",,89665.99
11552,12-07-2025,1339,25,11,4,444.43,25.48,"86,992.28"
11553,2025-02-28,2853,45,7,3,"1,123.68",N/A, 52200.76 
11554,25-04-2025,409,50,8,7, 1584.38 ,133.36,291845.17
11555,2025/01/25,1544,20,11,12,"1.970,83",209.14,330256.25
11556,,2523,3,8,8,1549.74, 278.94 ,140922.14
11557,24-11-2025,2378,11,14,5,"1.390,84", 334.99 ,"228.426,92"
11558,2025/06/01,1988,43,10,6,534.29, 44.26 ,"90,356.74"
